           1           0         197         197   1.97168899    
     6.634     -1.804     1     0      8.202  2212  2212
    -5.184      2.278     2     3      6.716     0  2212
     4.547     -4.974     3     0      6.219  2212  2212
    -2.262     -1.035     4     3      6.177     0  2212
     0.689     -2.661     5     3      5.651     0  2212
    -0.427      0.165     6     3      5.639     0  2212
    -2.311     -2.523     7     3      5.589     0  2212
     2.876     -2.040     8     3      5.575     0  2212
    -3.784     -4.060     9     3      5.403     0  2212
    -0.405     -4.423    10     3      5.284     0  2112
    -1.154     -5.780    11     3      4.668     0  2212
     0.253     -1.009    12     3      4.639     0  2212
     1.125      2.208    13     3      4.636     0  2212
     2.729     -4.029    14     3      4.340     0  2212
    -1.414     -2.628    15     3      4.338     0  2212
    -4.506     -0.419    16     3      4.244     0  2112
     2.477      2.800    17     3      4.224     0  2212
     0.171     -4.877    18     0      4.158  2212  2212
     1.403      4.221    19     3      4.109     0  2212
    -4.360      0.539    20     3      4.081     0  2212
    -3.055      2.704    21     3      4.004     0  2212
     0.408     -0.236    22     3      4.001     0  2212
     0.129     -1.060    23     3      3.995     0  2212
    -2.477     -4.392    24     3      3.928     0  2212
     4.157     -4.447    25     1      3.875  2212  2212
     0.991      0.580    26     3      3.845     0  2212
    -5.597      0.561    27     3      3.730     0  2112
    -1.845      3.426    28     3      3.702     0  2212
     0.374      2.705    29     3      3.640     0  2112
    -2.462      3.049    30     3      3.505     0  2212
    -2.002     -0.522    31     3      3.479     0  2212
    -3.503     -1.203    32     3      3.274     0  2212
    -4.189     -3.037    33     3      3.242     0  2212
    -0.562      4.326    34     3      3.237     0  2212
    -5.487     -0.063    35     3      3.104     0  2212
     3.426     -4.749    36     1      3.042  2212  2212
     0.181     -6.236    37     1      2.918  2212  2212
     3.254     -0.162    38     3      2.870     0  2212
     3.499      2.998    39     3      2.794     0  2112
    -4.067     -2.317    40     3      2.757     0  2212
     1.038      3.137    41     3      2.609     0  2212
     2.624      0.135    42     3      2.552     0  2212
    -2.819     -6.200    43     3      2.548     0  2212
     2.019      0.209    44     3      2.484     0  2212
    -2.333     -0.239    45     3      2.475     0  2212
     4.018     -1.948    46     3      2.468     0  2212
     0.414      3.525    47     3      2.438     0  2212
     2.626     -0.331    48     3      2.436     0  2112
    -1.206     -0.120    49     3      2.434     0  2212
     2.073     -0.385    50     3      2.405     0  2212
     3.813      2.709    51     3      2.387     0  2212
    -1.146      3.622    52     3      2.379     0  2212
     5.188     -1.616    53     0      2.363  2212  2212
     1.408     -0.260    54     3      2.242     0  2212
     5.768     -4.598    55     3      2.219     0  2212
     0.887      1.707    56     3      2.195     0  2212
     1.416      4.684    57     3      2.118     0  2112
    -2.442     -3.857    58     3      2.083     0  2212
     1.516     -6.288    59     3      2.050     0  2212
    -0.649      4.064    60     3      2.002     0  2212
     3.037      2.520    61     3      1.970     0  2212
    -3.800     -1.663    62     3      1.902     0  2212
     5.911     -2.163    63     0      1.892  2212  2212
     1.410     -6.923    64     3      1.874     0  2212
    -4.297      2.684    65     3      1.763     0  2212
    -0.956     -0.460    66     3      1.671     0  2212
    -5.299     -3.487    67     3      1.651     0  2212
     3.442      0.942    68     3      1.607     0  2212
     4.517      2.281    69     3      1.576     0  2212
     0.585     -5.752    70     3      1.413     0  2212
     3.649      3.069    71     3      1.398     0  2212
     0.168      3.364    72     3      1.351     0  2212
     2.663     -8.076    73     0      1.002  2212  2212
    -0.244      0.545    74     3      0.910     0  2212
    -5.661      1.304    75     3      0.908     0  2212
    -2.893     -7.043    76     0      0.883  2212  2212
    -2.436      2.945    77     3      0.882     0  2212
     1.118      0.489    78     3      0.784     0  2212
    -3.477     -4.823    79     1      0.777  2212  2212
     1.479      2.332    80     3      0.722     0  2112
    -1.152     -2.888    81     3      0.701     0  2112
    -3.795     -5.517    82     0      0.660  2112  2112
    -2.904     -1.575    83     3      0.447     0  2112
     5.825     -5.733    84     0      0.420  2112  2112
    -6.212     -0.216    85     3      0.354     0  2112
    -1.613     -2.934    86     3      0.342     0  2112
     3.706     -4.072    87     3      0.323     0  2112
     3.164     -4.335    88     3      0.216     0  2112
    -5.088     -0.483    89     3      0.157     0  2112
     0.111      3.630    90     3      0.145     0  2112
     3.283     -3.882    91     3      0.091     0  2112
     2.651     -7.676    92     0      0.070  2112  2112
     3.331     -4.865    93     3      0.020     0  2112
     0.302     -5.196    94     3      0.006     0  2112
    -0.930      4.064    95     3     -0.050     0  2112
     3.585      3.434    96     3     -0.121     0  2112
     2.737     -3.338    97     3     -0.162     0  2112
    -3.673     -0.519    98     3     -0.216     0  2112
    -4.928     -2.029    99     3     -0.227     0  2112
     1.559      1.455   100     3     -0.275     0  2112
    -0.599      4.580   101     3     -0.296     0  2112
    -1.881      1.062   102     3     -0.315     0  2112
    -2.239      1.610   103     3     -0.369     0  2112
     3.499     -3.817   104     3     -0.378     0  2112
     0.772      0.610   105     3     -0.502     0  2112
    -1.033      3.744   106     3     -0.512     0  2112
     3.531     -1.946   107     3     -0.513     0  2112
